Entity,Code,Year,Energy consumption per capita (kWh)
Argentina,ARG,2003,18196.93209061531
Argentina,ARG,2004,18965.748600600647
Argentina,ARG,2005,20017.88555380146
Argentina,ARG,2006,20819.76465500657
Argentina,ARG,2007,21522.761803194942
Argentina,ARG,2008,21673.035004470912
Argentina,ARG,2009,21043.17120384725
Argentina,ARG,2010,21919.693821658697
Argentina,ARG,2011,22111.154446734512
Argentina,ARG,2012,22504.78476494648
Argentina,ARG,2013,23202.43206084065
Argentina,ARG,2014,22846.497663072987
Argentina,ARG,2015,23123.79029240107
Argentina,ARG,2016,22832.31537850152
Argentina,ARG,2017,22550.740122447416
Argentina,ARG,2018,22172.059990713962
Argentina,ARG,2019,21479.671079596614
Armenia,ARM,1992,16504.977973714784
Armenia,ARM,1993,12693.167184320546
Armenia,ARM,1994,11777.849328538368
Armenia,ARM,1995,11848.413963155113
Armenia,ARM,1996,15204.080876606693
Armenia,ARM,1997,13058.724983239708
Armenia,ARM,1998,14091.086220678675
Armenia,ARM,1999,8592.337028705082
Armenia,ARM,2000,9405.922137850164
Armenia,ARM,2001,9272.737180104883
Armenia,ARM,2002,8927.604537228082
Armenia,ARM,2003,9909.137797736914
Armenia,ARM,2004,10418.785414828391
Armenia,ARM,2005,12157.991544313987
Armenia,ARM,2006,12118.904884851254
Armenia,ARM,2007,13634.719917684964
Armenia,ARM,2008,13270.491550233837
Armenia,ARM,2009,11927.305526558172
Armenia,ARM,2010,13635.718382026418
Armenia,ARM,2011,14481.265574591589
Armenia,ARM,2012,15533.4614070319
Armenia,ARM,2013,15008.881802494827
Armenia,ARM,2014,15191.63580001717
Armenia,ARM,2015,13841.586723055365
Armenia,ARM,2016,14331.24819280654
Aruba,ABW,1986,6769.277866825399
Aruba,ABW,1987,6878.459767903228
Aruba,ABW,1988,26785.220777049177
Aruba,ABW,1989,35606.051473770494
Aruba,ABW,1990,37000.74558225807
Aruba,ABW,1991,38499.944843076926
Aruba,ABW,1992,40423.65832794118
Aruba,ABW,1993,38789.64560833334
Aruba,ABW,1994,39796.2015922078
Aruba,ABW,1995,43352.26566625001
Aruba,ABW,1996,27539.813377108436
Aruba,ABW,1997,43490.112721176476
Aruba,ABW,1998,42490.340014942536
Aruba,ABW,1999,41535.55841011236
Aruba,ABW,2000,48585.48160989011
Aruba,ABW,2001,49190.92329032259
Aruba,ABW,2002,49778.55216210527
Aruba,ABW,2003,54290.2703701031
Aruba,ABW,2004,55472.04565656566
Aruba,ABW,2005,59305.477716
Aruba,ABW,2006,58606.42798613861
Aruba,ABW,2007,60392.50811485149
Aruba,ABW,2008,56732.274212871285
Aruba,ABW,2009,56558.53030356437
Aruba,ABW,2010,52569.716660000006
Aruba,ABW,2011,53106.26659598039
Aruba,ABW,2012,52008.843876407765
Aruba,ABW,2013,50342.7561592233
Aruba,ABW,2014,50612.99633394231
Aruba,ABW,2015,52174.1997060577
Aruba,ABW,2016,51604.09193752381
Australia,AUS,1965,35831.142624249616
Australia,AUS,1966,38356.5843287251
Australia,AUS,1967,39631.10812876404
Australia,AUS,1968,40942.40869074133
Australia,AUS,1969,41597.246757725705
Australia,AUS,1970,44412.66346464989
Australia,AUS,1971,45778.93350453817
Australia,AUS,1972,47108.803291562974
Australia,AUS,1973,49658.62260936912
Australia,AUS,1974,52126.81900146921
Australia,AUS,1975,52350.98172279388
Australia,AUS,1976,53555.66054923967
Australia,AUS,1977,55585.33513657065
Australia,AUS,1978,56340.16490506661
Australia,AUS,1979,57896.244386602375
Australia,AUS,1980,57587.89395895394
Australia,AUS,1981,57323.34885203303
Australia,AUS,1982,56515.4786524963
Australia,AUS,1983,55829.46929152405
Australia,AUS,1984,57406.00727758271
Australia,AUS,1985,56955.781931062826
Australia,AUS,1986,57943.05613718344
Australia,AUS,1987,58517.13842901725
Australia,AUS,1988,60237.914981227324
Australia,AUS,1989,62154.65565949373
Australia,AUS,1990,62328.710253759564
Australia,AUS,1991,61109.3165068865
Australia,AUS,1992,60973.44296073785
Australia,AUS,1993,61994.86555209761
Australia,AUS,1994,63758.247721728636
Australia,AUS,1995,64743.818228873235
Australia,AUS,1996,65661.46918205543
Australia,AUS,1997,66595.25328159863
Australia,AUS,1998,67415.17459588186
Australia,AUS,1999,69611.74697279636
Australia,AUS,2000,69164.69069992365
Australia,AUS,2001,69059.24525632426
Australia,AUS,2002,69340.36593734467
Australia,AUS,2003,69585.46224247484
Australia,AUS,2004,70969.86005384396
Australia,AUS,2005,69648.9677206053
Australia,AUS,2006,72609.55751650814
Australia,AUS,2007,72163.77927057479
Australia,AUS,2008,71923.19579454746
Australia,AUS,2009,69941.69778076456
Australia,AUS,2010,68928.14582930022
Australia,AUS,2011,70203.2908107375
Australia,AUS,2012,68240.28024417727
Australia,AUS,2013,67715.14574138931
Australia,AUS,2014,67697.82384846457
Australia,AUS,2015,67749.72760308525
Australia,AUS,2016,67349.65381923127
Australia,AUS,2017,66333.93070251668
Australia,AUS,2018,66894.0154465161
Australia,AUS,2019,70644.03318021681
Austria,AUT,1965,25546.36148962437
Austria,AUT,1966,26553.225208226333
Austria,AUT,1967,26658.37046972529
Austria,AUT,1968,28357.9004491457
Austria,AUT,1969,29272.712057452067
Austria,AUT,1970,33306.82159399016
Austria,AUT,1971,33121.852178108085
Austria,AUT,1972,34128.45714929007
Austria,AUT,1973,36554.20584238019
Austria,AUT,1974,36571.21613225911
Austria,AUT,1975,36239.77896270569
Austria,AUT,1976,37587.794760697296
Austria,AUT,1977,37597.46369789656
Austria,AUT,1978,39292.13392159202
Austria,AUT,1979,41635.88326929955
Austria,AUT,1980,41479.26850971327
Austria,AUT,1981,40235.65717936857
Austria,AUT,1982,38908.827131012375
Austria,AUT,1983,38801.84311855373
Austria,AUT,1984,38472.07819741212
Austria,AUT,1985,40351.84387406619
Austria,AUT,1986,40703.3371528076
Austria,AUT,1987,42846.17884208562
Austria,AUT,1988,42090.64903423084
Austria,AUT,1989,42178.932135787436
Austria,AUT,1990,42664.20295577836
Austria,AUT,1991,44503.014682389556
Austria,AUT,1992,43385.515525365605
Austria,AUT,1993,43783.83912542702
Austria,AUT,1994,43233.473865025546
Austria,AUT,1995,45079.61797160601
Austria,AUT,1996,45058.722024333
Austria,AUT,1997,45892.35427198232
Austria,AUT,1998,46562.677192628784
Austria,AUT,1999,47511.00182969048
Austria,AUT,2000,47551.69909667096
Austria,AUT,2001,49146.761656226976
Austria,AUT,2002,49037.04319785716
Austria,AUT,2003,49419.90574322065
Austria,AUT,2004,49997.50041201509
Austria,AUT,2005,50621.47959738551
Austria,AUT,2006,49861.92019527773
Austria,AUT,2007,48534.01602093794
Austria,AUT,2008,49334.422575740595
Austria,AUT,2009,47491.0431084536
Austria,AUT,2010,48883.57415108751
Austria,AUT,2011,45537.712612355805
Austria,AUT,2012,47495.22050222301
Austria,AUT,2013,46888.618006682795
Austria,AUT,2014,44630.04844019386
Austria,AUT,2015,44369.91092957806
Austria,AUT,2016,45481.413905013615
Austria,AUT,2017,46183.6232091517
Austria,AUT,2018,44905.62812757553
Austria,AUT,2019,46523.958368091575
Azerbaijan,AZE,1985,35178.73088823673
Azerbaijan,AZE,1986,37240.39538210415
Azerbaijan,AZE,1987,35491.64867635312
Azerbaijan,AZE,1988,34928.304254239374
Azerbaijan,AZE,1989,35033.42301915477
Azerbaijan,AZE,1990,35897.52384739307
Azerbaijan,AZE,1991,33949.21685461919
Azerbaijan,AZE,1992,28626.324203682016
Azerbaijan,AZE,1993,24453.84616993722
Azerbaijan,AZE,1994,22177.14131015279
Azerbaijan,AZE,1995,20610.035244713825
Azerbaijan,AZE,1996,16722.616837575868
Azerbaijan,AZE,1997,15866.749067348223
Azerbaijan,AZE,1998,15796.425166680852
Azerbaijan,AZE,1999,15611.962866184753
Azerbaijan,AZE,2000,16160.412616448111
Azerbaijan,AZE,2001,15438.578933478346
Azerbaijan,AZE,2002,15096.085164262655
Azerbaijan,AZE,2003,16165.886133671336
Azerbaijan,AZE,2004,18140.56618851083
Azerbaijan,AZE,2005,19459.32286338213
Azerbaijan,AZE,2006,18945.152660938125
Azerbaijan,AZE,2007,16953.20679705456
Azerbaijan,AZE,2008,16927.73634376015
Azerbaijan,AZE,2009,14784.414219324297
Azerbaijan,AZE,2010,14408.421716424047
Azerbaijan,AZE,2011,15829.274969943368
Azerbaijan,AZE,2012,16099.108190183486
Azerbaijan,AZE,2013,16340.764892882047
Azerbaijan,AZE,2014,16453.030175060594
Azerbaijan,AZE,2015,17769.833918651148
Azerbaijan,AZE,2016,17394.071593507804
Azerbaijan,AZE,2017,16874.530118314273
Azerbaijan,AZE,2018,17180.550679102915
Azerbaijan,AZE,2019,18127.56636421417
Bahamas,BHS,1980,83411.64977251184
Bahamas,BHS,1981,85952.8024139535
Bahamas,BHS,1982,71999.42162272727
Bahamas,BHS,1983,53451.42314222222
Bahamas,BHS,1984,47188.02770565218
Bahamas,BHS,1985,41191.15824978724
Bahamas,BHS,1986,39811.05299414226
Bahamas,BHS,1987,43691.00010699589
Bahamas,BHS,1988,40008.84232550607
Bahamas,BHS,1989,44843.56319047619
Bahamas,BHS,1990,46963.2574609375
Bahamas,BHS,1991,40857.87167126437
Bahamas,BHS,1992,33918.223433082705
Bahamas,BHS,1993,35154.336167158675
Bahamas,BHS,1994,38346.51142644928
Bahamas,BHS,1995,45172.44020714286
Bahamas,BHS,1996,50207.40616197184
Bahamas,BHS,1997,48424.03361324042
Bahamas,BHS,1998,54235.381965635745
Bahamas,BHS,1999,47216.78731972788
Bahamas,BHS,2000,55293.539308724845
Bahamas,BHS,2001,55423.30235973598
Bahamas,BHS,2002,56548.91526948054
Bahamas,BHS,2003,38868.32574760384
Bahamas,BHS,2004,42270.96673981191
Bahamas,BHS,2005,39894.353215384624
Bahamas,BHS,2006,45497.009740181275
Bahamas,BHS,2007,51462.366934718106
Bahamas,BHS,2008,49265.28854651164
Bahamas,BHS,2009,36402.03956
Bahamas,BHS,2010,37393.330800140844
Bahamas,BHS,2011,32556.602092388897
Bahamas,BHS,2012,37214.373812884616
Bahamas,BHS,2013,34339.07083348774
Bahamas,BHS,2014,33355.14219191375
Bahamas,BHS,2015,31632.97620909091
Bahamas,BHS,2016,32751.06885767196
Bahrain,BHR,1980,112199.09691861112
Bahrain,BHR,1981,123638.22370187167
Bahrain,BHR,1982,127750.95675259069
Bahrain,BHR,1983,131539.68357020203
Bahrain,BHR,1984,123423.15354422605
Bahrain,BHR,1985,143310.73856252982
Bahrain,BHR,1986,149705.68405011547
Bahrain,BHR,1987,173659.2112859688
Bahrain,BHR,1988,144428.29423978497
Bahrain,BHR,1989,142768.78736029108
Bahrain,BHR,1990,151532.74969959678
Bahrain,BHR,1991,164950.32639019607
Bahrain,BHR,1992,134942.4030076482
Bahrain,BHR,1993,157245.17685820896
Bahrain,BHR,1994,150982.33683454548
Bahrain,BHR,1995,147495.0005319149
Bahrain,BHR,1996,144023.90132124352
Bahrain,BHR,1997,165122.27870924372
Bahrain,BHR,1998,167967.98351140067
Bahrain,BHR,1999,166112.21565306126
Bahrain,BHR,2000,168378.93013533836
Bahrain,BHR,2001,166029.8750014327
Bahrain,BHR,2002,168234.3188095238
Bahrain,BHR,2003,165840.65437612328
Bahrain,BHR,2004,161234.2326855422
Bahrain,BHR,2005,168872.32395163106
Bahrain,BHR,2006,167202.5239164927
Bahrain,BHR,2007,158736.0480415058
Bahrain,BHR,2008,154634.33422878923
Bahrain,BHR,2009,143756.69030902954
Bahrain,BHR,2010,138769.04041998388
Bahrain,BHR,2011,133368.64373583725
Bahrain,BHR,2012,141063.14806715387
Bahrain,BHR,2013,155200.43357057037
Bahrain,BHR,2014,149096.59677911675
Bahrain,BHR,2015,148831.61595983966
Bahrain,BHR,2016,142158.90235406734
Bangladesh,BGD,1971,124.14237586064824
Bangladesh,BGD,1972,238.46948621231954
Bangladesh,BGD,1973,290.1115518271386
Bangladesh,BGD,1974,294.9782334221
Bangladesh,BGD,1975,328.5224815512231
Bangladesh,BGD,1976,368.5494746714956
Bangladesh,BGD,1977,369.0281864343353
Bangladesh,BGD,1978,387.2260037647979
Bangladesh,BGD,1979,417.4082106921282
Bangladesh,BGD,1980,457.986992846746
Bangladesh,BGD,1981,449.1698150585314
Bangladesh,BGD,1982,483.1012200920032
Bangladesh,BGD,1983,465.18058814411086
Bangladesh,BGD,1984,489.5190330777793
Bangladesh,BGD,1985,530.4052776920806
Bangladesh,BGD,1986,562.9048001920848
Bangladesh,BGD,1987,605.1148285056078
Bangladesh,BGD,1988,656.4627980215714
Bangladesh,BGD,1989,689.7008596206168
Bangladesh,BGD,1990,714.3220954925949
Bangladesh,BGD,1991,673.3443203396246
Bangladesh,BGD,1992,718.3282950240406
Bangladesh,BGD,1993,773.2314381211045
Bangladesh,BGD,1994,803.0864007951888
Bangladesh,BGD,1995,929.4264523960754
Bangladesh,BGD,1996,952.572179160595
Bangladesh,BGD,1997,980.0355753124892
Bangladesh,BGD,1998,1022.1812633734257
Bangladesh,BGD,1999,1013.1495022852465
Bangladesh,BGD,2000,1065.2423611903369
Bangladesh,BGD,2001,1194.6306920979328
Bangladesh,BGD,2002,1210.6088450980994
Bangladesh,BGD,2003,1261.1058716848477
Bangladesh,BGD,2004,1283.5874842038163
Bangladesh,BGD,2005,1363.8801444099804
Bangladesh,BGD,2006,1457.99025442658
Bangladesh,BGD,2007,1474.0812219451564
Bangladesh,BGD,2008,1541.804939122949
Bangladesh,BGD,2009,1676.1334602832394
Bangladesh,BGD,2010,1696.8246791811118
Bangladesh,BGD,2011,1822.9134914275721
Bangladesh,BGD,2012,1929.1786253413509
Bangladesh,BGD,2013,1965.016771122094
Bangladesh,BGD,2014,2025.1665989670184
Bangladesh,BGD,2015,2355.3309347388135
Bangladesh,BGD,2016,2361.4919689908015
Bangladesh,BGD,2017,2422.379185407243
Bangladesh,BGD,2018,2551.0158357501423
Bangladesh,BGD,2019,2995.379931203562
Barbados,BRB,1980,16783.65409654762
Barbados,BRB,1981,17876.72587205534
Barbados,BRB,1982,17806.345061535438
Barbados,BRB,1983,18886.83317227451
Barbados,BRB,1984,17736.516257372554
Barbados,BRB,1985,19958.88178683594
Barbados,BRB,1986,20725.939797782106
Barbados,BRB,1987,19657.581850891474
Barbados,BRB,1988,18438.708421389958
